Task,treatment,rho_ha_est,rho_ha_min,rho_ha_max,rho_hh_est,rho_hh_min,rho_hh_max,phi_0_est,phi_0_min,phi_0_max,alpha_est,alpha_min,alpha_max
141,tr_better,0.595694101,0.512762698,0.667553593,0.553518994,0.48637479,0.608715099,0.655978447,0.544205107,0.725637222,0.51908015,0.443107269,0.745255965
142,tr_better,0.594163382,0.507275572,0.666123914,0.553731343,0.482022727,0.598352346,0.657212901,0.549346429,0.730016601,0.520433708,0.444420477,0.751076245
143,tr_better,0.59857533,0.516051139,0.669290312,0.553313272,0.471139338,0.611197207,0.658761914,0.547330868,0.726683596,0.522334137,0.444622383,0.748852991
144,tr_better,0.591418397,0.50651166,0.663941654,0.552700621,0.472197906,0.614594275,0.660317614,0.551518992,0.729511556,0.525081209,0.44835594,0.746409613
145,tr_better,0.593302391,0.510252459,0.666103914,0.553145225,0.484601249,0.612652612,0.657153766,0.545213298,0.728457941,0.523374248,0.445135657,0.748885664
146,tr_better,0.595542496,0.510969042,0.665562398,0.555375358,0.481308494,0.611405438,0.658518682,0.544075083,0.727387639,0.518677462,0.445602359,0.756639679
147,tr_better,0.596960834,0.511292354,0.666597605,0.554247451,0.490094298,0.616453791,0.659196702,0.542216348,0.731897542,0.523200323,0.446136809,0.741371018
148,tr_better,0.593475383,0.505953499,0.665605401,0.553297338,0.481723527,0.615996078,0.660420888,0.543430777,0.731992537,0.523668411,0.448226001,0.741474941
149,tr_better,0.594099754,0.510115382,0.66547784,0.553737097,0.492651805,0.599893692,0.66025863,0.548712279,0.730034521,0.524559993,0.445250451,0.75950395
150,tr_better,0.595681211,0.512547527,0.666126458,0.5541433,0.469418355,0.605231615,0.658179071,0.545348847,0.727581444,0.523439732,0.44496598,0.757198522
151,tr_better,0.595369079,0.511437098,0.667091608,0.55493558,0.489927813,0.608904515,0.660360507,0.546716121,0.728924997,0.524204979,0.446312372,0.750191482
152,tr_better,0.594258612,0.510912878,0.664545512,0.554804538,0.503636972,0.602287577,0.657779147,0.546620139,0.724525818,0.520573831,0.443768953,0.746944558
153,tr_better,0.593836877,0.511162468,0.66571527,0.555008313,0.475872108,0.611162324,0.659823982,0.544468254,0.729301341,0.523246917,0.447081966,0.750209343
154,tr_better,0.592884472,0.508389586,0.662491472,0.552138936,0.487035389,0.61965983,0.659757257,0.548431897,0.73128645,0.524759417,0.447780232,0.74548599
155,tr_better,0.594719882,0.510665573,0.665881518,0.554351902,0.4980793,0.619719349,0.65900511,0.544741835,0.7282827,0.523548112,0.447306126,0.745670253
156,tr_better,0.594124314,0.510528785,0.663921117,0.553460903,0.483263222,0.636483381,0.658329443,0.543347197,0.729237377,0.524174029,0.447643253,0.74793983
157,tr_better,0.592900966,0.506795525,0.665858128,0.553863204,0.500655867,0.601787598,0.660136891,0.549137453,0.728571885,0.524982553,0.447847305,0.754232741
158,tr_better,0.593202497,0.508174611,0.667210663,0.553857629,0.496807431,0.619416098,0.658687938,0.547268741,0.727075496,0.523819728,0.446460053,0.751978013
159,tr_better,0.593491025,0.508561526,0.665922876,0.553486864,0.478423337,0.621394186,0.658291717,0.546976731,0.726369424,0.523816885,0.446457991,0.742803809
160,tr_better,0.595567761,0.510975286,0.666591171,0.552353761,0.499529871,0.623039624,0.661136651,0.546833998,0.728375697,0.524952428,0.44681053,0.747594774
161,tr_better,0.594653237,0.512122984,0.666355471,0.553684692,0.481217731,0.608096128,0.65698255,0.545560479,0.727145703,0.523042366,0.443615059,0.754873492
162,tr_better,0.593295648,0.50780565,0.665540596,0.553574377,0.475479057,0.626396676,0.658526832,0.545642882,0.72667829,0.523673072,0.447726783,0.752632921
163,tr_better,0.593304602,0.509284895,0.667226134,0.553789083,0.495194872,0.600377564,0.658681441,0.545686048,0.728807699,0.523457905,0.448045442,0.749251106
164,tr_better,0.593317846,0.510396031,0.666951724,0.552967053,0.496189791,0.594171946,0.66094165,0.551137473,0.732636623,0.525590704,0.447661068,0.753304456
165,tr_better,0.595310006,0.509598221,0.667640617,0.55252009,0.492195308,0.616132856,0.661086526,0.548423722,0.733096042,0.524331167,0.446515549,0.754314558
166,tr_better,0.593568197,0.509982801,0.665198328,0.554564828,0.463726737,0.603983789,0.66036799,0.547052476,0.730696931,0.524475825,0.447546664,0.755579782
167,tr_better,0.594863371,0.509396339,0.668915781,0.554408646,0.47361484,0.615643892,0.659895589,0.545076284,0.730441363,0.522648771,0.443789294,0.744316828
168,tr_better,0.590844678,0.504377443,0.661933318,0.550920388,0.502403565,0.596268437,0.660928973,0.546669377,0.729138369,0.52506371,0.449669429,0.751586495
169,tr_better,0.594643651,0.508985154,0.66602513,0.554064834,0.455787468,0.607460335,0.659416728,0.549763236,0.730220266,0.523843164,0.446154664,0.755817415
170,tr_better,0.594561899,0.509426125,0.665541014,0.554334439,0.487009533,0.606909106,0.66126328,0.552719524,0.731351539,0.52419698,0.446101122,0.753908567
171,tr_better,0.594624489,0.512744772,0.667154359,0.5537889,0.494702815,0.60286914,0.659423291,0.547149919,0.72793474,0.523531498,0.445395897,0.749447045
172,tr_better,0.595802009,0.511560577,0.668159003,0.553322294,0.501147123,0.61649249,0.661697985,0.549639477,0.730906756,0.525303062,0.446568651,0.753768784
173,tr_better,0.594767295,0.512691035,0.665952014,0.55385508,0.488508879,0.612963044,0.65909001,0.543546357,0.730986905,0.522995028,0.446010254,0.752218014
174,tr_better,0.593966521,0.510350158,0.668660608,0.553939534,0.481993641,0.599652327,0.659848233,0.545582359,0.728634173,0.523937852,0.444506961,0.757298886
175,tr_better,0.594272172,0.510770218,0.666032398,0.553325676,0.481128979,0.61947658,0.659106585,0.544694401,0.730065086,0.52288862,0.447213103,0.75599279
176,tr_better,0.595325843,0.513215779,0.668579817,0.553697297,0.500326496,0.61529645,0.659751921,0.550713213,0.729960574,0.525992925,0.447559267,0.754364116
177,tr_better,0.594784846,0.511571388,0.665754093,0.553353663,0.503335527,0.614943011,0.659448547,0.542698966,0.727498889,0.524948153,0.450079904,0.745291701
178,tr_better,0.595144469,0.513837533,0.66532365,0.553755667,0.480383417,0.602082599,0.660599846,0.545818856,0.73063256,0.524451368,0.447493744,0.747777615
179,tr_better,0.595437134,0.509489512,0.664343358,0.554129437,0.490519148,0.617753708,0.660219136,0.550920732,0.729125437,0.525277647,0.447520878,0.760078438
180,tr_better,0.593212047,0.509662117,0.664534373,0.553249411,0.477651186,0.598732594,0.659001262,0.546629619,0.728627329,0.523674401,0.443567929,0.75890631
181,tr_better,0.594015409,0.509698241,0.666264859,0.554013546,0.501995791,0.617376316,0.659736877,0.542128289,0.727726516,0.525746543,0.446738432,0.758777687
182,tr_better,0.594824735,0.512368299,0.667190617,0.553879414,0.478809146,0.624347103,0.659430516,0.545692235,0.729902826,0.524735203,0.448346385,0.749627717
183,tr_better,0.58761128,0.50105919,0.659209561,0.548450148,0.479160732,0.594423925,0.659927017,0.547746381,0.731214107,0.526573337,0.44717407,0.760748042
184,tr_better,0.593093046,0.508972525,0.665436538,0.553184133,0.489366238,0.602797354,0.657927139,0.543883211,0.726945516,0.524063805,0.446728371,0.753242442
185,tr_better,0.59155775,0.504913346,0.663794157,0.5516166,0.477568487,0.620112775,0.658403111,0.547158982,0.727617851,0.524601254,0.44808147,0.750735198
186,tr_better,0.591095994,0.509731392,0.663134646,0.551292404,0.461006675,0.607606311,0.660343772,0.550665057,0.731048996,0.527397344,0.447592501,0.756981754
187,tr_better,0.592243862,0.506655513,0.665471592,0.552205101,0.486961205,0.595515725,0.658999061,0.54695482,0.730081139,0.524791732,0.447695006,0.75138532
188,tr_better,0.591047194,0.509807559,0.661215273,0.551116032,0.479202826,0.614853258,0.656191715,0.543097145,0.727101073,0.523510667,0.44751032,0.743579421
189,tr_better,0.594234772,0.510753893,0.666913272,0.553921516,0.498473984,0.602724399,0.660115212,0.550362931,0.729784396,0.525636794,0.446937522,0.757005247
190,tr_better,0.594452516,0.514881251,0.665612487,0.556604012,0.499681654,0.611083058,0.661427389,0.588518967,0.728491797,0.519980608,0.446825417,0.649989076
191,tr_better,0.591221683,0.50880552,0.661016832,0.551146397,0.485802547,0.620977756,0.658341723,0.547660865,0.727774202,0.524328466,0.446414459,0.749243242
192,tr_better,0.590866455,0.5063056,0.663678238,0.550741414,0.495183779,0.606806807,0.658684092,0.547793481,0.729155044,0.52615569,0.447605574,0.752890992
193,tr_better,0.587451256,0.501538868,0.659539332,0.548179677,0.49258027,0.618996902,0.659472212,0.541201792,0.728940901,0.526565479,0.449169915,0.751598782
194,tr_better,0.59375147,0.513556284,0.663025929,0.555454864,0.482452125,0.611467392,0.662013176,0.590124784,0.731254636,0.519810499,0.44482945,0.643495071
195,tr_better,0.594817354,0.511300126,0.666015832,0.551901511,0.48642527,0.606975358,0.661181654,0.544094437,0.733746439,0.525240536,0.448139318,0.750544716
196,tr_better,0.587885906,0.498880035,0.661414387,0.546485169,0.472682885,0.598654272,0.662462725,0.544166983,0.731635266,0.527659449,0.450910398,0.742131439
197,tr_better,0.588624083,0.503692872,0.659538717,0.547857177,0.458938655,0.597427013,0.659439783,0.545631705,0.72974984,0.527845275,0.447735755,0.754278797
198,tr_better,0.588685979,0.502405537,0.659609231,0.55023811,0.487644983,0.612675922,0.658850691,0.548525328,0.727038997,0.525353216,0.448461963,0.757504747
199,tr_better,0.587348386,0.504551296,0.659217404,0.548505159,0.455125257,0.612877733,0.648330738,0.536949668,0.717477779,0.522357894,0.446519471,0.752206703
200,tr_better,0.584988098,0.500821692,0.65788457,0.546658837,0.463745671,0.603996232,0.654924645,0.542133742,0.723007757,0.524563597,0.448800629,0.743774256
